id,chunk,start,end
1776,"st for accurate recording ofthe babys temperature. table 17.7: incubator temperature setting weight of the baby recommended temperature below 1,000 g 35 to 36c 1,000 to 1,500 g 32 to 35c 1,500 to 2,000 g 30 to 32c a humidity of 60 to 70 suffices under most circum stances. lastly, an incubator infant should be left unclothed. this enables accurate observations of his general condition, color, respiration, etc. further, such a baby should not be given bath.",767606,768065
1777,"tc. further, such a baby should not be given bath. whereas an incubator is an excellent device for thermoregulation of elbw and gravely sick neonates,its disadvantages include difficult access to the baby, difficulty in carrying out prolonged procedures suchas exchange transfusion, highrisk of infection and high cost. open care system this is an economic alternative for the expensiveincubator for providing microenvironment for high risk neonates.",768015,768465
1778,"providing microenvironment for high risk neonates. though it is not preferred for elbwand gravely sick neonates, its positive points include easy access to the baby, less risk of nosocomial infection, most appropriate for doing prolongedprocedures like exchange transfusion or surgery and affordable cost. breastfeeding once oxygenation and temperature is maintained,breastfeeding should be started within half to onehour. it is best suited for a newborn. it is not only species specific but also baby specific.",768415,768926
1779," not only species specific but also baby specific. it contains all the nutrients for normal growth and development of a baby from time of birth to first six month of life. composition of breast milk energy 67 kcaldl. protein 0.91.3 gmdl.fat 3.84.5gmdl. carbohydrate 6.8 gmdl. benefits of breast milk  adequate calories, easily digestible and bioavailable proteins and adequate amount of necessary fat. 88 of water with low osmolarity, thus decreasing the solute load on kidney. prevents against infection.",768876,769381
1780,solute load on kidney. prevents against infection. helps in mental development and enhance bonding. breastfeeding should be initiated as soon as possible after birth within ½ to 1 hour after vaginal delivery and 24hours after cesarian section.colostrum should not be thrown away. exclusive breastfeeding should be continued till 6 months of age.no gripe water no multivitamin drop should be given and complement food should be started after 6 months of exclusive breastfeeding.,769331,769808
1781,started after 6 months of exclusive breastfeeding. bf can be continued tillchild reaches 2 years of age. if the baby is not able to take direct breastfeeding than expressed breast milk ebm can be given through katori spoon ks or nasogastric tube. reflexes with breastfeeding  rooting reflex: helps baby to find the nipple and proper attachment to breast.,769758,770112
1782,o find the nipple and proper attachment to breast. suckling reflex: helps the baby draw out milk from mothers breast .it consist of: 1. drawing in the nipple and areola to form an elongated teat inside the mouth. 2. pressing the streched nipple and areola with jaw and tongue against the palate. 3. drawing milk from lactiferous sinuses by wave like peristaltic movement of the tongue.,770062,770447
1783,s by wave like peristaltic movement of the tongue. swallowing reflex technique of breastfeeding position : comfortable position for mother and her baby either sitting or lying down. babys head and neck should be supported in a straight line with neonatology 213 21his body and should face the breast. babys cheek should touch the mothers breast. latching: it means attachment of nipple along withareola in babys mouth and not nipple alone.,770397,770836
1784,ng withareola in babys mouth and not nipple alone. goodattachment at breast is a key to successful breastfeeding to suckle effectively a baby should be well latched on the breast and should be able totake nipple and enough areola into the mouth for effective sucking. burping: it means baby can be put on left shoulder the head has to be supported with mothers left hand and then with the right arm support the buttocks and gently pat on the babys back withright hand.,770786,771254
1785,"s and gently pat on the babys back withright hand. is a must after feeding the baby to avoid regurgitation. adequacy of breastfeeding : if the mother is confident, baby is passing urine 67 times a day, passing wellformed stools, sleeping comfortably after feed for at least 23 hours at a stretch, gaining weightadequately. ten steps of successful breastfeeding  have a written breastfeeding policy that is routinely communicated to all health care staff.",771204,771658
1786,"s routinely communicated to all health care staff. train all health care staff in skills necessary to implement this policy. inform all pregnant women about the benefits and management of breastfeeding. help mothers initiate breastfeeding within a half hour of birth. show mothers how to breastfeed and how to maintain lactation even if they should be separatedfrom their infants. give newborn no food or drink other than breast milk,unless medically indicated.",771608,772069
